epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,1255.41,0.84906,0.86627,1.21123,0.96478,0.95793,0.9865,0.83562,0.62535,0.42457,1.01638,0.00043325,0.00043325,0.00043325
68,1273.45,0.84734,0.88241,1.21583,0.97626,0.94849,0.98605,0.79649,0.74736,0.44972,1.07363,0.000420875,0.000420875,0.000420875
69,1291.71,0.83723,0.85273,1.20057,0.97542,0.94915,0.98865,0.78354,0.78422,0.42971,1.08949,0.0004085,0.0004085,0.0004085
70,1309.65,0.84065,0.83405,1.20678,0.97314,0.95394,0.98658,0.81037,0.70796,0.41716,1.04928,0.000396125,0.000396125,0.000396125
71,1327.73,0.84261,0.82693,1.21016,0.97073,0.95028,0.98795,0.81545,0.6765,0.41808,1.02871,0.00038375,0.00038375,0.00038375
72,1345.87,0.82022,0.81093,1.19447,0.97095,0.94743,0.9881,0.82891,0.65539,0.4111,1.02407,0.000371375,0.000371375,0.000371375
73,1364.1,0.83301,0.80724,1.20474,0.98167,0.9507,0.988,0.81591,0.70089,0.41238,1.04679,0.000359,0.000359,0.000359
74,1382.23,0.83252,0.8187,1.19927,0.96406,0.95143,0.98727,0.83577,0.63171,0.39561,1.00617,0.000346625,0.000346625,0.000346625
75,1400.69,0.81151,0.77057,1.18338,0.97027,0.94834,0.98764,0.8315,0.64934,0.40427,1.00897,0.00033425,0.00033425,0.00033425
76,1418.74,0.81866,0.79724,1.19329,0.97798,0.95696,0.98905,0.85262,0.60573,0.37774,0.99362,0.000321875,0.000321875,0.000321875
77,1436.95,0.80465,0.757,1.17648,0.98065,0.95374,0.98919,0.82566,0.68627,0.38856,1.02893,0.0003095,0.0003095,0.0003095
78,1455.03,0.80524,0.75365,1.18214,0.96179,0.96327,0.98895,0.81811,0.68202,0.39487,1.03053,0.000297125,0.000297125,0.000297125
79,1473.21,0.79618,0.73687,1.17691,0.96756,0.96285,0.9885,0.85764,0.56991,0.36718,0.98556,0.00028475,0.00028475,0.00028475
80,1491.34,0.80312,0.74819,1.17377,0.97496,0.96327,0.99015,0.83439,0.64979,0.36829,1.01273,0.000272375,0.000272375,0.000272375
81,1509.57,0.79058,0.73773,1.17081,0.97476,0.9635,0.98996,0.8336,0.64779,0.383,1.01445,0.00026,0.00026,0.00026
82,1527.89,0.79139,0.75279,1.17337,0.98031,0.95659,0.98977,0.84441,0.63091,0.37206,0.99936,0.000247625,0.000247625,0.000247625
83,1546,0.78541,0.73911,1.17561,0.97946,0.95172,0.99017,0.85434,0.60422,0.368,0.98543,0.00023525,0.00023525,0.00023525
84,1564.17,0.78335,0.71439,1.15464,0.97256,0.95276,0.98797,0.8477,0.62216,0.3661,0.99099,0.000222875,0.000222875,0.000222875
85,1582.17,0.78733,0.72665,1.16661,0.97526,0.96002,0.99041,0.85814,0.58678,0.35163,0.97477,0.0002105,0.0002105,0.0002105
86,1600.56,0.7774,0.71717,1.15652,0.97632,0.95877,0.99026,0.85524,0.60387,0.355,0.9861,0.000198125,0.000198125,0.000198125
87,1618.88,0.76887,0.7141,1.15762,0.98009,0.95653,0.99101,0.86507,0.58895,0.34228,0.97272,0.00018575,0.00018575,0.00018575
88,1637,0.76976,0.69443,1.15297,0.97384,0.96298,0.99118,0.86049,0.59191,0.33922,0.98254,0.000173375,0.000173375,0.000173375
89,1655.12,0.76484,0.70219,1.15363,0.97686,0.96516,0.99167,0.85973,0.60286,0.34097,0.98487,0.000161,0.000161,0.000161
90,1673.16,0.76562,0.69835,1.15059,0.97883,0.96503,0.99139,0.87117,0.56469,0.33958,0.96327,0.000148625,0.000148625,0.000148625
91,1693.38,0.64492,0.43763,1.08312,0.97136,0.96239,0.98831,0.85224,0.59268,0.36143,0.98372,0.00013625,0.00013625,0.00013625
92,1711.43,0.6477,0.44156,1.09761,0.97151,0.96624,0.99113,0.86073,0.57821,0.34077,0.97472,0.000123875,0.000123875,0.000123875
93,1729.34,0.63799,0.44651,1.08425,0.97187,0.96265,0.9904,0.86798,0.56771,0.33968,0.97047,0.0001115,0.0001115,0.0001115
94,1747.2,0.62368,0.41378,1.07374,0.97717,0.96278,0.99084,0.86752,0.57804,0.343,0.97567,9.9125e-05,9.9125e-05,9.9125e-05
95,1765.26,0.61756,0.40714,1.07224,0.97952,0.96216,0.9908,0.86339,0.58356,0.34082,0.97706,8.675e-05,8.675e-05,8.675e-05
96,1783.05,0.61472,0.40624,1.06523,0.97583,0.96186,0.98983,0.86349,0.58346,0.34501,0.97673,7.4375e-05,7.4375e-05,7.4375e-05
97,1801.06,0.61558,0.40512,1.06581,0.97424,0.96102,0.99031,0.86967,0.56417,0.33801,0.96862,6.2e-05,6.2e-05,6.2e-05
98,1818.97,0.61004,0.40521,1.06435,0.9754,0.96207,0.99044,0.87382,0.55213,0.33194,0.96128,4.9625e-05,4.9625e-05,4.9625e-05
99,1837.07,0.60382,0.40192,1.05624,0.9713,0.9616,0.99041,0.86529,0.57593,0.33652,0.96951,3.725e-05,3.725e-05,3.725e-05
100,1854.66,0.60366,0.40062,1.05296,0.97379,0.96402,0.99041,0.87252,0.55971,0.33151,0.96184,2.4875e-05,2.4875e-05,2.4875e-05
