epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,752.652,1.07136,1.11638,1.36011,0.76054,0.33886,0.40324,0.25048,1.42396,1.46758,1.88265,0.000848969,0.000848969,0.000848969
43,769.659,1.02815,1.11966,1.32381,0.77599,0.3045,0.35569,0.23184,1.39342,1.62274,1.82618,0.000834822,0.000834822,0.000834822
44,786.845,1.01731,1.05243,1.31485,0.42395,0.37172,0.37481,0.24008,1.42293,1.44513,1.88405,0.000820675,0.000820675,0.000820675
45,803.951,1.01627,1.06472,1.32459,0.58758,0.42727,0.44503,0.25961,1.42425,1.43222,1.87894,0.000806528,0.000806528,0.000806528
46,821.404,1.00079,1.03115,1.31026,0.41062,0.34005,0.37061,0.24134,1.37564,1.60411,1.84845,0.00079238,0.00079238,0.00079238
47,838.565,0.99615,1.01883,1.30679,0.38543,0.36952,0.3523,0.2267,1.38393,1.61094,1.89939,0.000778233,0.000778233,0.000778233
48,855.738,0.98,0.99134,1.29753,0.3498,0.39802,0.38692,0.25077,1.33437,1.58107,1.75438,0.000764086,0.000764086,0.000764086
49,872.818,0.98309,0.9897,1.28894,0.44148,0.42828,0.42258,0.27247,1.46364,1.36743,1.93887,0.000749939,0.000749939,0.000749939
50,889.873,0.97742,0.98258,1.27872,0.77263,0.32007,0.39304,0.25669,1.33866,1.42685,1.75207,0.000735792,0.000735792,0.000735792
51,906.977,0.9698,0.98862,1.28206,0.53182,0.43692,0.43572,0.2651,1.50935,1.46068,1.92002,0.000721645,0.000721645,0.000721645
52,924.185,0.95605,0.96338,1.26441,0.43815,0.36051,0.3738,0.24653,1.39417,1.58195,1.84496,0.000707498,0.000707498,0.000707498
53,941.425,0.93125,0.95896,1.24838,0.71748,0.37457,0.42183,0.27043,1.35231,1.4579,1.82723,0.000693351,0.000693351,0.000693351
54,958.406,0.94035,0.93818,1.27584,0.58608,0.43278,0.41241,0.25335,1.54026,1.54459,1.95309,0.000679204,0.000679204,0.000679204
55,975.769,0.89502,0.90443,1.23407,0.72607,0.33283,0.34537,0.22629,1.37166,1.51614,1.87959,0.000665057,0.000665057,0.000665057
56,992.923,0.92716,0.91925,1.25128,0.71906,0.35645,0.42064,0.26865,1.40401,1.46601,1.93137,0.000650909,0.000650909,0.000650909
57,1010.05,0.88486,0.85479,1.22585,0.492,0.37173,0.44613,0.28024,1.35639,1.34474,1.85709,0.000636762,0.000636762,0.000636762
58,1027.2,0.911,0.89645,1.25253,0.35516,0.35721,0.35579,0.2322,1.38456,1.6388,1.89006,0.000622615,0.000622615,0.000622615
59,1044.27,0.90027,0.90205,1.23587,0.51621,0.3489,0.40403,0.26637,1.35553,1.32501,1.80372,0.000608468,0.000608468,0.000608468
60,1061.27,0.91267,0.89099,1.24443,0.64387,0.38901,0.43173,0.27523,1.33593,1.30354,1.84467,0.000594321,0.000594321,0.000594321
61,1078.33,0.89232,0.86794,1.23325,0.48961,0.43325,0.4541,0.27892,1.39058,1.31924,1.88772,0.000580174,0.000580174,0.000580174
62,1095.51,0.88753,0.89364,1.23348,0.50941,0.43916,0.43723,0.26696,1.34191,1.60191,1.8317,0.000566027,0.000566027,0.000566027
63,1112.72,0.88213,0.85632,1.21195,0.70934,0.36431,0.43665,0.28144,1.36426,1.34652,1.8167,0.00055188,0.00055188,0.00055188
64,1129.89,0.85562,0.8374,1.19473,0.75445,0.35071,0.43517,0.26776,1.40719,1.34738,1.90084,0.000537733,0.000537733,0.000537733
65,1146.95,0.86719,0.85267,1.20716,0.45908,0.41457,0.43513,0.26736,1.31026,1.23215,1.74754,0.000523586,0.000523586,0.000523586
66,1164.23,0.84977,0.82033,1.20717,0.79702,0.36655,0.43733,0.27708,1.38408,1.48454,1.81281,0.000509438,0.000509438,0.000509438
67,1181.35,0.83364,0.77998,1.18756,0.51781,0.46521,0.43932,0.26791,1.30493,1.41428,1.77701,0.000495291,0.000495291,0.000495291
68,1198.63,0.83563,0.80085,1.18635,0.62792,0.44125,0.45945,0.28262,1.37014,1.40081,1.81411,0.000481144,0.000481144,0.000481144
69,1215.76,0.8172,0.80913,1.19198,0.60173,0.40169,0.43914,0.29405,1.3072,1.36301,1.81879,0.000466997,0.000466997,0.000466997
70,1233.25,0.82116,0.79574,1.17406,0.56461,0.45042,0.45239,0.28231,1.28429,1.32625,1.72459,0.00045285,0.00045285,0.00045285
71,1250.37,0.79998,0.74721,1.16959,0.50756,0.45652,0.4559,0.27965,1.30785,1.40215,1.78312,0.000438703,0.000438703,0.000438703
72,1267.58,0.81115,0.77887,1.18256,0.49865,0.41705,0.44062,0.29762,1.26959,1.44457,1.73344,0.000424556,0.000424556,0.000424556
73,1284.88,0.8107,0.7625,1.18012,0.53661,0.47018,0.44381,0.28325,1.24673,1.27277,1.71084,0.000410409,0.000410409,0.000410409
74,1302.08,0.78734,0.7356,1.16107,0.58761,0.43268,0.45511,0.28632,1.31425,1.44721,1.79255,0.000396262,0.000396262,0.000396262
75,1319.27,0.77623,0.75035,1.15158,0.64092,0.38458,0.45415,0.28985,1.28849,1.28119,1.75528,0.000382115,0.000382115,0.000382115
76,1336.6,0.77693,0.73762,1.15781,0.56435,0.43685,0.4544,0.29564,1.37365,1.37048,1.82966,0.000367967,0.000367967,0.000367967
77,1353.87,0.75507,0.69201,1.14248,0.7326,0.39943,0.4661,0.28964,1.31876,1.56539,1.79835,0.00035382,0.00035382,0.00035382
78,1371.03,0.74168,0.6901,1.13561,0.51667,0.46877,0.48391,0.30479,1.31849,1.29016,1.83026,0.000339673,0.000339673,0.000339673
79,1388.29,0.73603,0.67911,1.12806,0.63198,0.37321,0.4213,0.29712,1.24896,1.43029,1.74148,0.000325526,0.000325526,0.000325526
80,1405.62,0.73606,0.67087,1.12501,0.52417,0.42733,0.41628,0.28053,1.30305,1.41529,1.79148,0.000311379,0.000311379,0.000311379
81,1422.93,0.74165,0.68912,1.13711,0.42581,0.44364,0.44423,0.28332,1.31553,1.33744,1.8399,0.000297232,0.000297232,0.000297232
82,1440.08,0.74463,0.70667,1.13544,0.55115,0.39654,0.44048,0.29299,1.26159,1.31873,1.77229,0.000283085,0.000283085,0.000283085
